1,773404, 268984
2,785478, 245708
3,97337, 213071
4,177654, 213286
5,498148, 8028
6,544117, 248259
7,603436, 84275
8,41524, 242853
9,211601, 73612
10,133989, 640269
11,528640, 528607
12,99137, 132829
13,164371, 100326
14,162654, 558610
15,140767, 367433
16,501246, 383472
17,130225, 593276
18,875102, 1146
19,189412, 219751
20,375665, 289260
21,575603, 639663
22,133770, 207090
23,413190, 949856
24,506617, 640539
25,934010, 602370
26,120256, 117706
27,613189, 193700
28,678273, 182227
29,852520, 592568
30,354192, 912989
31,899247, 127286
32,771760, 215552
33,215931, 596907
34,278768, 154369
35,553294, 369412
36,147952, 351182
37,769820, 454195
38,401287, 150294
39,155639, 117232
40,248029, 297961
41,682866, 280504
42,836832, 485589
43,945818, 838901
44,231354, 534077
45,607140, 121066
46,366826, 71416
47,613833, 101987
48,767532, 77963
49,407099, 81219
50,781745, 633382
51,881104, 952521
52,311928, 156761
53,106429, 863992
54,757926, 551066
55,552734, 486194
56,188401, 239971
57,345512, 51388
58,156538, 203796
59,601066, 670887
60,380256, 233704
61,219133, 409726
62,115742, 920398
63,112872, 56837
64,275436, 535158
65,364550, 165179
66,54117, 734537
67,866604, 601649
68,760434, 628973
69,1037455, 692697
70,742732, 519729
71,10856, 857091
72,598277, 890590
73,154556, 1043250
74,208315, 226245
75,642690, 703377
76,582272, 175232
77,695234, 960808
78,7859, 735853
79,587078, 466953
80,108251, 936938
81,54035, 850811
82,59518, 359069
83,141147, 98024
84,107791, 109288
85,100973, 970751
86,527738, 18074
87,344443, 957123
88,99680, 244213
89,171665, 162954
90,100213, 556237
91,699131, 528879
92,413429, 224257
93,120919, 212249
94,383472, 612842
95,260982, 225566
96,8983, 934938
97,148831, 222361
98,797752, 1035033
99,140148, 463172
100,368538, 542443
101,168118, 889637
102,545005, 380381
103,176583, 839143
104,51491, 170057
105,27464, 217447
106,185453, 82125
107,575674, 125162
108,209411, 519293
109,784991, 878892
110,200982, 62344
111,510991, 100130
112,143101, 83544
113,206941, 249451
114,663497, 141856
115,121278, 7220
116,491634, 603152
117,102028, 243988
118,574792, 591366
119,942847, 1055042
120,406883, 235015
121,344840, 247692
122,118960, 70530
123,29979, 626925
124,371442, 56651
125,217522, 249913
126,66447, 235392
127,592324, 254197
128,81662, 338298
129,99261, 955883
130,179137, 20897
131,183352, 251320
132,168205, 718619
133,191465, 98062
134,127682, 406524
135,235373, 259235
136,251223, 874359
137,1024777, 7786
138,322263, 58996
139,914715, 15644
140,11163, 597665
141,208713, 1015838
142,275272, 318262
143,242895, 544976
144,803591, 609981
145,711263, 7283
146,474897, 351430
147,187369, 89631
148,885010, 191629
149,109550, 128105
150,218298, 226760
151,187444, 138813
152,710532, 6734
153,474402, 126124
154,265455, 221076
155,575575, 63073
156,564329, 879704
157,26579, 453925
158,575180, 870139
159,574422, 758969
160,251142, 182787
161,167795, 374051
162,121583, 878565
163,10549, 730678
164,661378, 600898
165,339135, 583204
166,168854, 274598
167,622492, 107292
168,809210, 144524
169,192301, 553597
170,597312, 313565
171,78727, 57549
172,644232, 222528
173,332306, 1055447
174,62837, 244446
175,896918, 735672
176,268947, 322791
177,98644, 189796
178,470448, 661333
179,627354, 444646
180,245597, 213237
181,73533, 240295
182,661056, 197749
183,387076, 335183
184,617486, 588651
185,912202, 276310
186,6870, 476017
187,543401, 154975
188,612268, 168172
189,178690, 317283
190,249556, 331556
191,786853, 382819
192,795133, 18511
193,25213, 399530
194,204078, 270922
195,478460, 401289
196,211331, 303190
197,195173, 267967
198,454356, 107558
199,110311, 99081
200,160475, 627104
201,72340, 57096
202,216161, 487936
203,142870, 77733
204,87523, 61257
205,137056, 1040307
206,88233, 353314
207,144337, 574439
208,83366, 1000894
209,35736, 240295
210,212212, 191682
211,692791, 630589
212,760411, 294997
213,782741, 317416
214,766503, 1040439
215,66039, 528107
216,768878, 155672
217,134024, 535121
218,549134, 81769
219,266832, 295727
220,861981, 504440
221,315895, 185185
222,214953, 129702
223,840241, 486425
224,67409, 219133
225,830969, 212711
226,172441, 769241
227,603215, 654261
228,38100, 193999
229,714084, 24907
230,1052524, 411582
231,1033000, 25126
232,553097, 513228
233,238810, 752512
234,351379, 111143
235,377432, 259691
236,504106, 78328
237,162944, 71412
238,242214, 271720
239,127773, 226499
240,221889, 1017424
241,528766, 70984
242,789239, 880406
243,103631, 181787
244,309086, 643379
245,385138, 738835
246,127381, 661230
247,502356, 139822
248,620811, 73250
249,641802, 501911
250,317728, 32965
251,250384, 988677
252,242474, 406878
253,410578, 124044
254,331294, 522588
255,20444, 593960
256,411548, 86937
257,216190, 156687
258,38862, 117810
259,82121, 372063
260,116056, 375938
261,475045, 34340
262,564201, 72316
263,805985, 190225
264,562674, 135352
265,72739, 70761
266,857878, 51626
267,329675, 880576
268,75959, 1001928
269,216780, 139688
270,359796, 57740
271,436530, 98662
272,607747, 593653
273,814690, 902609
274,433310, 223264
275,664789, 66333
276,223742, 527237
277,176588, 737568
278,358249, 451831
279,440786, 339830
280,75813, 139024
281,100614, 815156
282,21066, 108513
283,6865, 150396
284,728239, 231406
285,652946, 144356
286,375601, 438617
287,88515, 215852
288,999058, 910849
289,358603, 94422
290,380376, 592277
291,599703, 497345
292,408645, 530134
293,63291, 114263
294,575427, 425242
295,144919, 598335
296,102156, 156721
297,630619, 108078
298,95997, 513001
299,533935, 99261
300,839969, 403449
301,100983, 259895
302,817018, 604900
303,405456, 1010223
304,696723, 737908
305,217837, 595375
306,918562, 915390
307,5108, 1032661
308,320384, 104076
309,71212, 834158
310,2564, 493174
311,705434, 412834
312,517692, 501357
313,907961, 475786
314,219462, 98881
315,588209, 845049
316,494475, 226391
317,880198, 1008116
318,114419, 340658
319,31159, 379213
320,52156, 216787
321,462917, 53004
322,861981, 356450
323,654507, 46788
324,919129, 591852
325,98363, 682885
326,176332, 871484
327,181760, 205549
328,917015, 83352
329,817393, 773364
330,215632, 373259
331,68306, 39049
332,880074, 6843
333,529776, 96661
334,660900, 228756
335,130846, 179728
336,703156, 534493
337,595816, 569124
338,711944, 132742
339,107683, 459836
340,38610, 154620
341,100990, 75255
342,406731, 123237
343,32325, 70525
344,336070, 331395
345,367141, 501246
346,99940, 468843
347,583551, 483616
348,515778, 230795
349,304051, 839871
350,102336, 467365
351,185926, 806628
352,427943, 838376
353,228294, 223269
354,118147, 370052
355,491919, 643748
356,14672, 397722
357,804783, 619170
358,871484, 528535
359,129031, 97472
360,116863, 407434
361,1428, 811424
362,799624, 225405
363,489468, 222770
364,924209, 630129
365,669391, 571198
366,605284, 411602
367,51605, 211591
368,131521, 778800
369,132235, 267169
370,994907, 1045159
371,785573, 804510
372,101310, 739397
373,523209, 898220
374,866964, 778877
375,831691, 841121
376,1004326, 954378
377,528728, 234522
378,309711, 709665
379,173216, 156696
380,249611, 273405
381,216198, 639399
382,80143, 918562
383,784962, 902194
384,205056, 941561
385,128851, 1039310
386,695268, 55313
387,850945, 557880
388,163555, 739690
389,527227, 997276
390,529545, 879485
391,582368, 714449
392,205626, 98644
393,831977, 108396
394,219110, 1268
395,85980, 849131
396,658058, 184344
397,100867, 213067
398,879485, 204065
399,101533, 363885
400,73453, 73612
401,852481, 120498
402,679748, 351779
403,443636, 51440
404,642657, 529775
405,177486, 101888
406,95786, 354192
407,218355, 238882
408,189679, 96225
409,769199, 1315
410,920466, 59532
411,552631, 147413
412,593411, 714084
413,382409, 137721
414,548336, 257830
415,856166, 253122
416,24892, 1040394
417,1048959, 554308
418,41067, 1049092
419,370461, 625678
420,452274, 945583
421,55841, 708898
422,156478, 806079
423,30441, 55454
424,591833, 122681
425,158091, 23721
426,67152, 627672
427,858959, 21463
428,140621, 220128
429,998559, 139674
430,94658, 70973
431,177545, 124580
432,544817, 132268
433,825168, 317752
434,709063, 72325
435,419167, 96673
436,892238, 367956
437,144340, 317519
438,744050, 156712
439,716762, 743234
440,788581, 221940
441,943968, 366583
442,317009, 116899
443,417472, 807993
444,57735, 528962
445,265705, 528470
446,380793, 227622
447,553388, 207687
448,702274, 63453
449,703282, 907982
450,156532, 110488
451,597299, 89038
452,805878, 132027
453,214872, 451826
454,112993, 158550
455,1007587, 54811
456,147983, 322626
457,660336, 293036
458,255442, 249838
459,811730, 49910
460,406463, 572199
461,339551, 265632
462,476017, 348023
463,281365, 527060
464,663139, 610550
465,395516, 270285
466,759150, 20433
467,995831, 840076
468,98283, 606585
469,545673, 53500
470,295325, 132343
471,38860, 483626
472,259224, 272285
473,980491, 835522
474,213316, 260544
475,696370, 158297
476,874985, 728683
477,102533, 71975
478,262933, 473662
479,952525, 452487
480,370604, 42808
481,829854, 666397
482,893153, 63072
483,173175, 132276
484,519729, 531151
485,569422, 742744
486,193286, 912205
487,561285, 607833
488,89952, 915126
489,767221, 380778
490,890500, 829080
491,798709, 72148
492,76938, 502292
493,1040483, 226783
494,253555, 70530
495,225049, 961579
496,660933, 197693
497,943916, 259875
498,231624, 274692
499,358015, 464387
500,551009, 934609
501,556042, 484828
502,637349, 193629
503,480564, 502692
504,312620, 117426
505,406064, 247302
506,576260, 824925
507,474855, 698397
508,414077, 413635
509,598023, 403752
510,399181, 366670
511,276152, 633834
512,32330, 98601
513,914972, 350371
514,176471, 812057
515,75334, 310316
516,100624, 184821
517,965817, 298916
518,137980, 149771
519,251719, 600886
520,276248, 822338
521,157210, 75122
522,602807, 78178
523,223513, 63397
524,315823, 74933
525,314265, 356714
526,566598, 113713
527,524045, 216433
528,21265, 206397
529,74113, 82446
530,109498, 521344
531,66449, 265260
532,338980, 857875
533,188439, 177293
534,111851, 575840
535,7952, 58062
536,962181, 910891
537,246706, 48351
538,412834, 108802
539,174172, 218137
540,586985, 760551
541,495418, 661025
542,370447, 116384
543,253555, 15738
544,2073, 79573
545,295669, 753481
546,1129, 444868
547,545098, 233692
548,411184, 625937
549,667225, 14769
550,263595, 145486
551,137989, 1011856
552,230510, 89059
553,96179, 565747
554,206681, 170314
555,265537, 224588
556,57732, 246942
557,361079, 274608
558,356851, 71209
559,554308, 99347
560,39840, 240361
561,225402, 470688
562,642246, 221057
563,489552, 246075
564,452805, 506624
565,918097, 89635
566,828221, 19563
567,69438, 56101
568,61920, 144569
569,99243, 17919
570,296389, 842013
571,136542, 70896
572,344759, 82001
573,312652, 1040426
574,217490, 63519
575,433310, 142900
576,95652, 217392
577,489509, 317416
578,86699, 584177
579,97319, 133336
580,145338, 637787
581,782957, 945129
582,121994, 661170
583,372740, 839718
584,198015, 170407
585,544740, 956028
586,785475, 199729
587,130417, 144602
588,406704, 375560
589,226783, 56070
590,696078, 248482
591,746249, 241175
592,27449, 307763
593,430951, 70900
594,179061, 211345
595,552814, 528612
596,107771, 591941
597,505933, 905794
598,194171, 120227
599,60335, 828114
600,483254, 757417
601,142100, 344443
602,739637, 355315
603,183295, 848981
604,565202, 217537
605,249782, 113630
606,274568, 435340
607,602811, 63371
608,5902, 210212
609,153575, 339190
610,135352, 221913
611,16246, 368632
612,532707, 99687
613,130302, 70776
614,928162, 1053694
615,60787, 577922
616,69757, 708491
617,211970, 989974
618,828238, 161276
619,382137, 75379
620,455508, 799884
621,321446, 250560
622,52156, 664138
623,128482, 274088
624,195247, 151694
625,44375, 677462
626,250204, 311772
627,142700, 916836
628,737131, 253530
629,249913, 712252
630,126927, 768613
631,352437, 115105
632,577498, 991929
633,136013, 746604
634,63420, 444758
635,21930, 28490
636,434585, 752501
637,684328, 79872
638,6113, 100731
639,539723, 115912
640,270736, 123800
641,254662, 667239
642,833317, 156002
643,247518, 49040
644,803081, 934560
645,143679, 85460
646,229618, 6051
647,510845, 2129
648,810961, 592285
649,404261, 25612
650,285832, 818519
651,100280, 56712
652,125338, 105294
653,25898, 811622
654,132175, 153652
655,243988, 90430
656,505933, 167131
657,298061, 134631
658,224060, 696224
659,791626, 154754
660,349159, 736991
661,203297, 719089
662,77204, 90411
663,528991, 132143
664,33916, 778569
665,395437, 745320
666,643552, 629376
667,528295, 142118
668,7244, 153571
669,576810, 1033766
670,137928, 757926
671,695556, 69752
672,267406, 954246
673,716295, 359310
674,534914, 331449
675,380966, 54881
676,90848, 406682
677,158787, 137457
678,107534, 784250
679,468792, 838717
680,612487, 510846
681,624315, 543747
682,166219, 488914
683,206031, 495261
684,25215, 1038713
685,834701, 676064
686,931236, 273139
687,156075, 220658
688,870640, 618311
689,71090, 139278
690,136263, 383700
691,509004, 190225
692,192655, 546091
693,545438, 881041
694,603215, 555681
695,198552, 785581
696,552704, 57726
697,185921, 625939
698,55305, 114667
699,519307, 101913
700,798831, 679868
701,80568, 534832
702,867513, 87967
703,405443, 247280
704,911401, 499659
705,769009, 506958
706,227681, 711757
707,619357, 359929
708,699924, 31640
709,125566, 166993
710,934803, 262933
711,18071, 256831
712,453802, 111792
713,770394, 897222
714,51414, 881199
715,718460, 472172
716,593242, 229337
717,272669, 362146
718,610414, 205550
719,793381, 784700
720,549020, 523880
721,547113, 223231
722,492851, 257807
723,666705, 110155
724,341462, 492487
725,868576, 925468
726,29068, 117705
727,216263, 554764
728,128516, 27714
729,206551, 528054
730,728760, 186742
731,155635, 297806
732,714244, 138986
733,784136, 206804
734,349155, 199326
735,648579, 621776
736,165759, 227336
737,606445, 892627
738,883161, 729381
739,233649, 582475
740,119183, 617420
741,161322, 1055059
742,60785, 146575
743,256625, 963802
744,115056, 93109
745,41127, 95441
746,825757, 533327
747,114275, 600516
748,588825, 548777
749,340879, 171277
750,554666, 333531
751,77316, 130334
752,156761, 620003
753,618097, 130753
754,913024, 1037178
755,176620, 582979
756,138480, 146031
757,159745, 553658
758,606477, 233653
759,475318, 908033
760,207002, 436655
761,124067, 213574
762,155409, 811283
763,380712, 143392
764,51948, 188302
765,1030952, 59645
766,802141, 36359
